iter	Logloss
115	0.0378716346
116	0.03765068167
117	0.0375425195
118	0.03730769819
119	0.03716717278
120	0.0370147656
121	0.03684221303
122	0.03652606592
123	0.03639453939
124	0.03629959799
125	0.03617468757
126	0.03602966983
127	0.03573150891
128	0.03555253265
129	0.03540931878
130	0.03524334397
131	0.0351226235
132	0.03499449889
133	0.03484424456
134	0.03465979499
135	0.03434126913
136	0.03419499895
137	0.0340599228
138	0.0339956771
139	0.03368634502
140	0.03359907601
141	0.0333605863
142	0.03327047938
143	0.03312151872
144	0.03284768815
145	0.03265573262
146	0.03243251599
147	0.03221440476
148	0.03201036789
149	0.0319201467
150	0.03183601688
151	0.03157578205
152	0.03130169476
153	0.0310929473
154	0.0309815184
155	0.03080404528
156	0.03061053578
157	0.03040157272
158	0.03032700479
159	0.03017543914
160	0.02996932688
161	0.0298484489
162	0.0297204507
163	0.02958865614
164	0.02939135565
165	0.02922596701
166	0.02912940288
167	0.02892611443
168	0.02882761546
169	0.02873820115
170	0.02857417231
171	0.02848673633
172	0.02829825132
173	0.02819850681
174	0.02814564434
175	0.02798450362
176	0.0279113658
177	0.02787405832
178	0.02758080652
179	0.02751161034
180	0.02741017942
181	0.02731422009
182	0.02726313405
183	0.02710453869
184	0.02696055267
185	0.02684093058
186	0.02667195695
187	0.02662216198
188	0.02651828648
189	0.02638553483
190	0.02618129832
191	0.02614697179
192	0.02610143773
193	0.02602618285
194	0.02586571584
195	0.02583717739
196	0.0257082237
197	0.02558962319
198	0.02550464767
199	0.02538975002
200	0.02521460107
201	0.02514558531
202	0.02506397937
203	0.02499152365
204	0.02489282453
205	0.02473018998
206	0.02454496653
207	0.02440615242
208	0.02427078486
209	0.02422622863
210	0.02418347219
211	0.0240978265
212	0.02398082421
213	0.02390478676
214	0.02375527788
215	0.02368622958
216	0.02360708519
217	0.02345126046
218	0.02336035204
219	0.02325954049
220	0.02308727362
221	0.02305101371
222	0.0229577022
223	0.0229104581
224	0.02280763958
225	0.02275845685
226	0.02270972795
227	0.02266761619
228	0.02254500117
229	0.02242484012
230	0.02236653205
231	0.02229260655
232	0.02222758268
233	0.02207929834
234	0.02198473573
235	0.02189084226
236	0.02183625577
237	0.02168003685
238	0.02162486702
239	0.02156422452
240	0.0215359346
241	0.02149649098
242	0.02138231302
243	0.0213152548
244	0.02126770387
245	0.0211076781
246	0.02102880369
247	0.0209382297
248	0.02088425416
249	0.02081071329
250	0.02072793885
251	0.02067063784
252	0.02060759661
253	0.02057319066
254	0.02051598393
255	0.02046223977
256	0.02036270554
257	0.02025631766
258	0.02019357429
259	0.02016618704
260	0.02003434745
261	0.01996230707
262	0.01989747901
263	0.01981726606
264	0.01971513514
265	0.01966234884
266	0.01960436986
267	0.01955171195
268	0.01949169759
269	0.01940492043
270	0.01936482921
271	0.01932675712
272	0.01929380873
273	0.01924783745
274	0.01919891775
275	0.0191235192
276	0.01909330506
277	0.01901168655
278	0.01895158868
279	0.0188621046
280	0.01881193125
281	0.0187474788
282	0.01870248193
283	0.01861317738
284	0.01850672234
285	0.01847222847
286	0.01839576391
287	0.01836151679
288	0.01833332538
289	0.01823193514
290	0.01817439329
291	0.01812029036
292	0.0181071353
293	0.01808110047
294	0.01802690121
295	0.01797474721
296	0.01793722856
297	0.01788641028
298	0.01782258952
299	0.01778645048
300	0.01774788151
301	0.0176758022
302	0.01766145048
303	0.0175738248
304	0.0175399584
305	0.01752470421
306	0.01747189399
307	0.01738594685
308	0.01736478294
309	0.0173396785
310	0.01718287687
311	0.01713929791
312	0.0170995545
313	0.01703905017
314	0.01692763676
315	0.0168888406
316	0.01680695939
317	0.01672726499
318	0.0166823814
319	0.01663258703
320	0.01657312613
321	0.01652980965
322	0.01649884081
323	0.01640654862
324	0.01639212164
325	0.01635294499
326	0.01631133865
327	0.01626751266
328	0.01619390922
329	0.01617534131
330	0.01613903932
331	0.0160797616
332	0.01596228676
333	0.01592147692
334	0.01589522375
335	0.0158660981
336	0.0158538198
337	0.01578422018
338	0.01574764926
339	0.01572537239
340	0.01566994601
341	0.01559077976
342	0.0155639412
343	0.01554096687
344	0.0154867124
345	0.01544715974
346	0.0153536312
347	0.01529749895
348	0.01524053464
349	0.01521553469
350	0.01516170237
351	0.01510397973
352	0.01508027875
353	0.01503968755
354	0.01500356332
355	0.01497823739
356	0.01494163505
357	0.01491700652
358	0.01486643123
359	0.01481008367
360	0.01476936266
361	0.01472239039
362	0.01467200715
363	0.01463743842
364	0.01459866879
365	0.01457275838
366	0.01456046383
367	0.0145355052
368	0.01451436461
369	0.01447626955
370	0.01444947536
371	0.01442612709
372	0.01434102171
373	0.01428385196
374	0.01422034359
375	0.01420037038
376	0.01417870408
377	0.01413431939
378	0.01406797262
379	0.01403706553
380	0.01398717959
381	0.01395311492
382	0.01392778899
383	0.01389716874
384	0.01387751191
385	0.01383775418
386	0.01378497512
387	0.01375446019
388	0.01372910679
389	0.01371053729
390	0.01365326956
391	0.01362107753
392	0.01359741075
393	0.01358481309
394	0.01352071657
395	0.013483774
396	0.01344157574
397	0.01342972154
398	0.01338352826
399	0.01334181899
400	0.0132991692
401	0.01328319317
402	0.01326452388
403	0.01323877834
404	0.01320617029
405	0.0131703662
406	0.01314091725
407	0.0131273255
408	0.01309040079
409	0.01304746634
410	0.01302041727
411	0.01300962046
412	0.01296224902
413	0.01292130913
414	0.01291143163
415	0.01289834263
416	0.01284455603
417	0.01280386757
418	0.01278171362
419	0.01273838296
420	0.01270317882
421	0.01265989043
422	0.01259333866
423	0.01252612233
424	0.01247488882
425	0.01239087668
426	0.01233528271
427	0.01231314551
428	0.01229022548
429	0.01225487291
430	0.01223755325
431	0.01220514808
432	0.01215802377
433	0.01215120986
434	0.01212862443
435	0.01212221445
436	0.01210524955
437	0.01204831085
438	0.01203393201
439	0.01202183408
440	0.01201027824
441	0.0119836472
442	0.0119516728
443	0.01191906631
444	0.01189871818
445	0.01189021081
446	0.01185194289
447	0.01182730515
448	0.01180009574
449	0.01172873119
450	0.01171187715
451	0.01169780723
452	0.01167563716
453	0.01166399415
454	0.01162917007
455	0.01161347189
456	0.01159505616
457	0.01158008962
458	0.01156169966
459	0.01152478873
460	0.0115015736
461	0.01146931044
462	0.01145292989
463	0.01139524029
464	0.0113395467
465	0.0113260361
466	0.01131722389
467	0.01129859324
468	0.01127769726
469	0.01126374027
470	0.01123050053
471	0.01121167896
472	0.01117182452
473	0.01116120641
474	0.01114047275
475	0.01109102078
476	0.01103860484
477	0.01096998128
478	0.0109277862
479	0.01090960673
480	0.01089640384
481	0.01086076349
482	0.01083619498
483	0.01082521005
484	0.01080294207
485	0.0107917667
486	0.01076688808
487	0.01074388132
488	0.01068956326
489	0.01067738019
490	0.01066056228
491	0.01063679814
492	0.0106256076
493	0.01061429667
494	0.0106074643
495	0.0105989606
496	0.01058208183
497	0.01056262681
498	0.01054785922
499	0.01050111137
500	0.01045923995
501	0.01044858182
502	0.01040012571
503	0.01039222583
504	0.01038776554
505	0.01035914126
506	0.01034277583
507	0.01030040775
508	0.01026200635
509	0.01023414821
510	0.01020957283
511	0.0101757307
512	0.01016714698
513	0.01013807557
514	0.01012269664
515	0.01010758144
516	0.01009385162
517	0.0100938179
518	0.01005071794
519	0.01004640084
520	0.01003686539
521	0.01001619079
522	0.009981274055
523	0.009950912594
524	0.009935917291
525	0.009926172789
526	0.009901131423
527	0.009885171085
528	0.00986401276
529	0.009816327921
530	0.009788722414
531	0.00975972665
532	0.009759632125
533	0.009749942663
534	0.009739878937
535	0.009720633919
536	0.009710462032
537	0.0096863295
538	0.009668723436
539	0.009652383789
540	0.009639162754
541	0.009625835892
542	0.009625788254
543	0.009619433043
544	0.009600994107
545	0.009594468519
546	0.009583703008
547	0.009575186069
548	0.009548394127
549	0.009536861214
550	0.009510034994
551	0.009481738614
552	0.009470029105
553	0.009466068821
554	0.009445602082
555	0.009416953881
556	0.009402210491
557	0.009369154249
558	0.009362100164
559	0.009328602533
560	0.009311714496
561	0.009305135897
562	0.009298329289
563	0.009289413831
564	0.009273233426
565	0.009248251193
566	0.009234136917
567	0.009205963045
568	0.009162129752
569	0.009146823658
570	0.009100260983
571	0.009090407196
572	0.009075700116
573	0.009027211676
574	0.008998438235
575	0.008998420407
576	0.00897951251
577	0.008961541626
578	0.008944996553
579	0.00892874739
580	0.008888395188
581	0.008884120559
582	0.008884101311
583	0.008874562515
584	0.008874562515
585	0.008857378369
586	0.008857367052
587	0.008853277932
588	0.008830706777
589	0.008823470264
590	0.008823470264
591	0.008823449122
592	0.008816801494
593	0.008803433978
594	0.00880135164
595	0.00880134398
596	0.008786492247
597	0.008768558363
598	0.00873788665
599	0.008715269886
600	0.008715258028
601	0.008701240303
602	0.008693261963
603	0.008669665406
604	0.008642207316
605	0.008642128035
606	0.008642118751
607	0.008642018729
608	0.008635077603
609	0.008635077603
610	0.008635030849
611	0.008634989922
612	0.008634980029
613	0.008634965663
614	0.008620842171
615	0.008620819874
616	0.008612829985
617	0.008589578535
618	0.008589559697
619	0.008589485769
620	0.008589467541
621	0.008589458393
622	0.008589454869
623	0.008589444027
624	0.00856183413
625	0.008553998669
626	0.008517683138
627	0.008493108737
628	0.008493094307
629	0.008487120618
630	0.00845911898
631	0.008444879436
632	0.008444862698
633	0.00844484569
634	0.008444804015
635	0.008430811393
636	0.008430798653
637	0.008430793367
638	0.008422062831
639	0.008382184317
640	0.008382110024
641	0.008364119046
642	0.008339204918
643	0.00833916677
644	0.008339163585
645	0.008334141607
646	0.00832546517
647	0.008325451075
648	0.00831151943
649	0.008293478675
650	0.008293476032
651	0.008284734164
652	0.008284693058
653	0.008284681196
654	0.008284682348
655	0.008284656504
656	0.008284656504
657	0.008284656504
658	0.008284656504
659	0.008284653319
660	0.008284636001
661	0.008277028829
662	0.008277015344
663	0.008276962562
664	0.008276944401
665	0.008276937896
666	0.008276927663
667	0.008276921497
668	0.00827687413
669	0.008276867828
670	0.008266577627
671	0.008266581083
672	0.008266562448
673	0.008266556688
674	0.008266548353
675	0.00824705482
676	0.00824705177
677	0.008247013619
678	0.008246951008
679	0.008246925594
680	0.008246902616
681	0.008246873881
682	0.008246864259
683	0.008246843859
684	0.008246835185
685	0.008246823869
686	0.008240450798
687	0.008230748139
688	0.008197824463
689	0.008170424463
690	0.008170424463
691	0.00815139414
692	0.008134482546
693	0.008124522403
694	0.00810327085
695	0.008091819442
696	0.008079106642
697	0.008079047552
698	0.008076723377
699	0.008076651951
700	0.008076649649
701	0.008076649649
702	0.008062751008
703	0.008062744503
704	0.008062714648
705	0.008062688259
706	0.008062679856
707	0.008054619449
708	0.008036765519
709	0.008018496725
710	0.008018471446
711	0.00801847155
712	0.008017068494
713	0.008017060702
714	0.008017047657
715	0.008017012722
716	0.008017000761
717	0.008015487256
718	0.008009448169
719	0.007980991663
720	0.007980941546
721	0.007980928871
722	0.007975088146
723	0.007923895719
724	0.007913161615
725	0.007895068158
726	0.007864426218
727	0.007847043588
728	0.007836687882
729	0.007828546017
730	0.007792827711
731	0.007767846268
732	0.007744058487
733	0.007733219016
734	0.007719883715
735	0.007719849054
736	0.007706369925
737	0.007682226457
738	0.007682188238
739	0.007682185731
740	0.007682134092
741	0.00767215106
742	0.007672144324
743	0.007672133515
744	0.007672126027
745	0.007672114982
746	0.007672112475
747	0.007672095872
748	0.007672094111
749	0.007672082049
750	0.007657998989
751	0.007657929263
752	0.007657895076
753	0.007657822431
754	0.0076578267
755	0.007657819311
756	0.007657805321
757	0.007657778859
758	0.0076577692
759	0.007657759547
760	0.007650833225
761	0.007650811812
762	0.007650776371
763	0.00765074703
764	0.007650713151
765	0.00765067954
766	0.007650669646
767	0.007650655416
768	0.007650642134
769	0.007650584094
770	0.007650584094
771	0.007650566713
772	0.007650562783
773	0.007650557023
774	0.007650556515
775	0.007650547197
776	0.007650536663
777	0.007650531953
778	0.007650494612
779	0.007650480215
780	0.007629078684
781	0.007611418062
782	0.007611418062
783	0.007611411624
784	0.007611366798
785	0.007595297431
786	0.007585011104
787	0.007570519264
788	0.007570485348
789	0.007570447979
790	0.007570440996
791	0.007570438421
792	0.007570421311
793	0.007570411926
794	0.007570381435
795	0.00757034159
796	0.007570296259
797	0.007570235847
798	0.007570221854
799	0.007570221854
800	0.007570212709
801	0.007570207929
802	0.007570194986
803	0.007570187399
804	0.007570176828
805	0.007570156326
806	0.007570156326
807	0.007570148977
808	0.007570087142
809	0.007570087142
810	0.007570069388
811	0.007551454489
812	0.007544798005
813	0.007536114632
814	0.007502090257
815	0.007502090257
816	0.007502081448
817	0.007497831439
818	0.007484813343
819	0.007464476236
820	0.007456686114
821	0.00744828578
822	0.007448253626
823	0.007448256235
824	0.00744824397
825	0.007448241395
826	0.007448159031
827	0.00744815239
828	0.007448154118
829	0.007448123014
830	0.00744805359
831	0.00744805359
832	0.00744804041
833	0.007448039834
834	0.007448036649
835	0.007448003479
836	0.007447991349
837	0.007447984132
838	0.007447981456
839	0.007444092454
840	0.007444092454
841	0.00744408188
842	0.007385470401
843	0.007372837491
844	0.007372823125
845	0.007372774708
846	0.007369218108
847	0.007360687778
848	0.007320028956
849	0.007320025669
850	0.00730212076
851	0.007295265708
852	0.007286646077
853	0.007272674817
854	0.007264812112
855	0.00724841947
856	0.007248399039
857	0.007248393144
858	0.007248381892
859	0.00724837332
860	0.007248338591
861	0.007248338591
862	0.007232501357
863	0.007223767669
864	0.007212421496
865	0.007192360033
866	0.007192355019
867	0.007183703284
868	0.007157011987
869	0.007141162989
870	0.007134897116
871	0.00712334186
872	0.007123324848
873	0.007103172276
874	0.007093309876
875	0.007093310726
876	0.007093296323
877	0.007066500864
878	0.00706648667
879	0.007063087376
880	0.007063087376
881	0.00706307921
882	0.007060415808
883	0.00706040832
884	0.007060394666
885	0.007056073022
886	0.007056046326
887	0.007047075019
888	0.007031051378
889	0.007014234931
890	0.006999561842
891	0.006981672464
892	0.006974230186
893	0.006974214157
894	0.006974198368
895	0.006974180817
896	0.006954417384
897	0.00693012344
898	0.006930121237
899	0.006930107512
900	0.006930089693
901	0.006930072007
902	0.006930060654
903	0.006930028373
904	0.006930028367
905	0.00693001709
906	0.006930008685
907	0.00692999852
908	0.006929983171
909	0.006929972939
910	0.006929972939
911	0.006929954002
912	0.006923722724
913	0.0069174598
914	0.006909010272
915	0.006908983675
916	0.006908970902
917	0.006908947631
918	0.006908924455
919	0.006908902367
920	0.006908902367
921	0.006908889116
922	0.006908889116
923	0.006908879291
924	0.006908842292
925	0.006908844325
926	0.006902562382
927	0.006892121663
928	0.006892099877
929	0.006892057355
930	0.006878803985
931	0.006878779282
932	0.006878773928
933	0.006866567592
934	0.006866550312
935	0.006866455533
936	0.006866455533
937	0.006866454889
938	0.006866448485
939	0.006866419178
940	0.006866378279
941	0.006853727932
942	0.006847832991
943	0.006847833702
944	0.006847830178
945	0.006845307901
946	0.006845307901
947	0.006845307901
948	0.006845309053
949	0.006845296212
950	0.006845296212
951	0.006845274423
952	0.00684060443
953	0.006833727789
954	0.006833722503
955	0.006814440861
956	0.006814388098
957	0.006809054152
958	0.006789126408
959	0.006777997317
960	0.006777997317
961	0.006760941901
962	0.006760919844
963	0.006760915677
964	0.006760916659
965	0.006760899552
966	0.006760899552
967	0.00676088437
968	0.006760879728
969	0.006760879728
970	0.006760872477
971	0.006760872477
972	0.006760872477
973	0.006760861367
974	0.006760850074
975	0.006760837548
976	0.006760832228
977	0.006760829247
978	0.006752155953
979	0.006740052518
980	0.006740010742
981	0.006740010742
982	0.006731107358
983	0.006731061719
984	0.006731065618
985	0.006717556183
986	0.006717547136
987	0.006717510615
988	0.006717494283
989	0.00671748954
990	0.006717486152
991	0.0067174605
992	0.006717459009
993	0.006717459009
994	0.006717451793
995	0.006717451793
996	0.00671744749
997	0.006717445931
998	0.006717445931
999	0.006717445931
